,id,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
9401,014G574x,Female,Premium,41.0,148.64,New,Technology,3,3,3,4,4,4,5,4,5,0,0,Satisfied
9402,225Z576k,Female,Premium,50.0,172.4,New,Entertainment,4,3,4,4,4,4,3,4,4,0,0,Satisfied
9403,368P656g,Male,Premium,35.0,100.41,New,Technology,5,5,1,2,4,4,2,5,2,3,3,Not Satisfied
9404,436U183r,Female,Premium,56.0,186.66,New,Entertainment,2,2,3,5,5,5,5,5,4,0,0,Satisfied
9405,750P860o,Female,Premium,49.0,197.74,New,Technology,1,1,4,4,4,4,5,4,3,0,0,Satisfied
9406,160Q774k,Male,Premium,22.0,38.63,New,Sport,5,3,3,2,3,5,1,1,3,0,0,Satisfied
9407,214O32l1,Female,Premium,34.0,187.9,Used,Sport,3,3,5,4,4,4,3,4,5,0,0,Satisfied
9408,513T164m,Male,Premium,56.0,161.89,New,Technology,1,1,5,1,1,1,3,1,2,1,1,Not Satisfied
9409,088F634y,Female,Premium,,223.39,New,Home/Kitchen,2,2,4,5,4,4,4,5,4,0,0,Satisfied
9410,725R204q,Female,Premium,41.0,35.23,New,Home/Kitchen,5,4,2,5,3,5,5,4,2,0,0,Not Satisfied
9411,179F789r,Female,Premium,70.0,23.5,New,Technology,5,2,4,4,3,4,5,4,4,0,0,Not Satisfied
9412,428V271q,Female,Premium,59.0,174.98,New,Home/Kitchen,2,2,2,5,5,5,4,5,3,0,0,Satisfied
9413,567G65b9,Male,Premium,44.0,174.68,New,Entertainment,4,4,5,4,4,4,3,4,3,0,0,Satisfied
9414,298H711e,Female,Premium,60.0,218.31,New,Entertainment,2,2,1,4,4,4,1,4,2,0,0,Not Satisfied
9415,375J633p,Male,Not Premium,27.0,64.25,New,Entertainment,2,2,5,4,2,1,1,2,5,0,0,Not Satisfied
9416,740M10d7,Female,Premium,34.0,27.76,New,Entertainment,5,3,5,3,4,5,5,4,5,0,0,Not Satisfied
9417,484Q463q,Male,Premium,38.0,184.63,New,Home/Kitchen,1,1,3,2,2,2,3,2,1,0,0,Not Satisfied
9418,953K558j,Female,Premium,60.0,201.67,New,Home/Kitchen,1,1,5,5,5,5,5,5,5,0,0,Satisfied
9419,112L589z,Male,Premium,22.0,68.09,New,Home/Kitchen,5,1,4,3,2,4,3,5,4,0,0,Not Satisfied
9420,581T687u,Female,Premium,,60.42,New,Technology,3,3,1,3,4,3,4,3,1,0,0,Not Satisfied
9421,991H719m,Male,Premium,29.0,12.47,New,Entertainment,3,4,4,1,4,1,4,5,4,0,0,Not Satisfied
9422,195K328k,Male,Not Premium,38.0,55.46,New,Technology,3,1,3,4,1,1,4,2,3,0,0,Not Satisfied
9423,294M429h,Male,Premium,20.0,101.12,Used,Sport,5,5,5,5,2,5,5,4,5,0,0,Satisfied
9424,456X901u,Male,Premium,52.0,164.37,New,Technology,1,3,4,1,1,1,3,1,2,0,0,Not Satisfied
9425,299R297s,Female,Premium,49.0,14.0,New,Entertainment,2,2,4,2,2,2,1,2,1,0,0,Not Satisfied
9426,317M355j,Male,Premium,41.0,55.64,New,Entertainment,1,1,4,2,1,4,4,5,4,0,0,Satisfied
9427,558I761l,Male,Premium,39.0,72.18,New,Entertainment,2,2,1,1,1,1,3,1,2,0,0,Not Satisfied
9428,139N848s,Female,Not Premium,32.0,28.24,New,Technology,3,4,1,3,5,4,3,5,1,0,0,Not Satisfied
9429,114M468j,Female,Premium,33.0,68.38,New,Home/Kitchen,4,4,3,5,2,4,5,5,3,0,0,Not Satisfied
9430,467N319x,Female,Premium,33.0,31.73,New,Entertainment,1,1,4,4,4,5,5,5,4,0,0,Satisfied
9431,078I68k9,Female,Not Premium,41.0,137.61,New,Technology,1,3,1,4,1,3,1,5,1,0,0,Not Satisfied
9432,765B232c,Male,Premium,51.0,192.82,New,Technology,5,5,3,3,4,3,3,3,4,0,0,Satisfied
9433,844Q427w,Male,Premium,36.0,362.79,New,Technology,3,3,3,2,2,2,4,2,3,0,0,Not Satisfied
9434,274W824z,Male,Premium,51.0,203.35,New,Technology,5,5,4,5,5,5,5,5,5,0,0,Satisfied
9435,908V419b,Female,Premium,45.0,221.62,New,Technology,5,5,5,4,4,4,3,4,5,0,1,Satisfied
9436,319D632d,Female,Not Premium,25.0,25.63,Used,Entertainment,4,2,1,4,1,1,5,4,1,1,1,Not Satisfied
9437,911V615n,Female,Premium,41.0,343.72,New,Entertainment,1,1,1,4,4,4,3,4,2,0,0,Not Satisfied
9438,961R432o,Male,Premium,36.0,49.98,New,Sport,3,3,5,3,5,3,1,3,1,0,0,Satisfied
9439,272D324p,Male,Not Premium,61.0,22.4,New,Home/Kitchen,3,1,5,5,3,4,3,4,5,0,0,Not Satisfied
9440,632A812n,Male,Premium,,36.78,New,Entertainment,5,5,5,3,2,5,4,4,5,0,0,Not Satisfied
9441,402O41h1,Female,Not Premium,21.0,77.77,New,Technology,3,3,2,2,2,4,2,4,2,1,1,Not Satisfied
9442,292U73k2,Male,Premium,58.0,101.71,New,Entertainment,4,4,2,4,3,4,2,4,4,0,0,Not Satisfied
9443,153X596n,Male,Premium,40.0,121.04,New,Entertainment,5,2,2,5,5,4,4,5,2,0,0,Not Satisfied
9444,911D797i,Female,Premium,30.0,204.53,New,Technology,0,2,5,3,4,4,4,5,5,0,0,Satisfied
9445,173D45a6,Male,Premium,59.0,91.66,New,Technology,3,3,5,4,5,4,3,4,4,0,0,Satisfied
9446,000J477e,Female,Premium,58.0,25.8,Used,Technology,5,5,2,5,5,5,3,5,5,0,1,Satisfied
9447,940T121h,Male,Not Premium,26.0,198.59,New,Entertainment,0,4,2,5,4,3,4,4,2,0,0,Satisfied
9448,856K981g,Male,Premium,33.0,31.56,New,Technology,0,1,5,5,5,4,3,4,5,1,1,Not Satisfied
9449,376P611n,Male,Premium,46.0,112.04,New,Sport,5,5,4,5,5,5,5,5,4,0,1,Satisfied
9450,847G763u,Male,Premium,31.0,243.57,Used,Technology,5,5,4,3,4,4,4,1,4,0,0,Satisfied
9451,847R391g,Female,Premium,60.0,265.59,New,Technology,3,3,3,4,4,4,1,4,2,0,0,Not Satisfied
9452,569I360u,Female,Premium,23.0,400.77,New,Entertainment,3,3,4,3,4,4,5,4,4,1,1,Satisfied
9453,362T470p,Male,Premium,54.0,57.99,New,Entertainment,3,3,4,5,5,5,3,5,1,0,0,Satisfied
9454,103L336f,Male,Premium,66.0,351.43,New,Entertainment,0,5,5,3,3,3,5,3,5,0,0,Satisfied
9455,692J190m,Female,Premium,,13.66,New,Technology,4,2,5,3,3,5,4,4,5,0,0,Not Satisfied
9456,781M384n,Male,Premium,,50.22,New,Technology,3,3,1,2,3,4,3,3,1,1,1,Not Satisfied
9457,197J97l9,Female,Premium,51.0,89.81,Used,Home/Kitchen,4,2,4,5,2,4,5,5,4,0,0,Not Satisfied
9458,594X689p,Female,Premium,60.0,25.41,New,Technology,2,2,5,2,2,2,4,2,5,0,0,Satisfied
9459,184O593p,Male,Premium,46.0,60.85,New,Technology,2,2,4,3,5,5,4,5,4,2,2,Satisfied
9460,024T374q,Male,Premium,50.0,79.64,New,Entertainment,5,5,5,4,1,4,5,4,5,0,0,Not Satisfied
9461,250T31j4,Male,Premium,38.0,377.33,New,Home/Kitchen,5,5,1,4,4,4,1,4,4,0,0,Satisfied
9462,473T390i,Male,Premium,56.0,369.36,New,Home/Kitchen,5,5,2,4,4,4,2,4,5,0,0,Satisfied
9463,429O730g,Male,Premium,33.0,155.19,New,Technology,5,5,4,4,4,4,4,4,3,0,0,Satisfied
9464,695K856f,Female,Not Premium,33.0,70.59,New,Technology,3,4,4,3,1,3,4,3,4,0,0,Not Satisfied
9465,352M444m,Male,Premium,,41.54,New,Technology,4,3,2,3,4,4,4,5,2,0,0,Not Satisfied
9466,816R328d,Female,Premium,28.0,93.17,New,Technology,2,2,5,5,5,5,3,5,5,0,0,Satisfied
9467,017G949x,Female,Premium,50.0,172.2,New,Technology,3,3,2,4,4,4,4,4,4,0,0,Satisfied
9468,682A826w,Female,Premium,28.0,116.16,New,Entertainment,1,1,4,4,5,2,4,2,4,1,1,Satisfied
9469,609Q897f,Female,Premium,48.0,249.32,New,Technology,3,3,4,4,4,4,5,4,4,0,0,Satisfied
9470,341F843s,Female,Premium,60.0,106.02,New,Entertainment,3,3,3,3,4,3,5,3,5,0,0,Satisfied
9471,217W490a,Male,Premium,40.0,30.26,New,Technology,5,5,2,2,5,4,1,1,2,0,0,Satisfied
9472,560U245p,Male,Not Premium,25.0,10.98,New,Technology,4,3,4,3,5,3,4,4,4,0,0,Not Satisfied
9473,103D268r,Female,Premium,45.0,71.83,New,Home/Kitchen,4,4,2,3,4,4,4,5,2,0,0,Not Satisfied
9474,028O150c,Male,Not Premium,30.0,94.78,New,Home/Kitchen,3,3,5,3,4,3,2,3,5,0,0,Not Satisfied
9475,384B877s,Female,Premium,58.0,70.15,New,Technology,4,4,3,5,4,4,5,5,3,0,0,Not Satisfied
9476,316O95e5,Female,Premium,43.0,155.22,New,Entertainment,5,5,1,4,1,3,1,3,1,0,0,Not Satisfied
9477,168C853y,Female,Premium,53.0,74.38,New,Technology,1,2,3,4,4,3,2,3,3,0,0,Not Satisfied
9478,956X686w,Female,Premium,44.0,315.4,New,Technology,2,2,2,5,5,5,3,5,5,0,0,Satisfied
9479,596B229u,Female,Premium,44.0,314.92,Used,Entertainment,3,3,4,3,3,3,1,3,3,0,0,Not Satisfied
9480,425F548j,Male,Premium,51.0,76.79,New,Entertainment,1,1,4,1,1,1,2,1,2,0,0,Not Satisfied
9481,969F92m1,Female,Premium,64.0,67.01,New,Home/Kitchen,4,2,1,3,4,4,5,5,1,0,0,Not Satisfied
9482,673Y515f,Male,Premium,57.0,61.72,New,Home/Kitchen,4,4,2,5,5,5,2,5,1,0,0,Satisfied
9483,280X132p,Male,Premium,41.0,29.09,New,Technology,5,3,3,5,5,5,3,5,3,0,0,Satisfied
9484,011D617n,Male,Premium,54.0,367.58,New,Technology,4,4,2,4,4,4,5,4,5,0,0,Satisfied
9485,118E39o4,Male,Premium,59.0,34.92,New,Home/Kitchen,1,1,2,5,5,5,5,5,4,0,0,Satisfied
9486,865L990q,Male,Premium,,68.04,New,Technology,4,4,2,5,4,5,2,5,2,3,2,Not Satisfied
9487,109Y733c,Male,Not Premium,26.0,42.17,New,Entertainment,0,4,1,3,2,4,5,5,1,1,1,Not Satisfied
9488,176R81u3,Female,Premium,34.0,350.0,New,Home/Kitchen,2,2,5,4,4,4,5,4,4,0,0,Satisfied
9489,279T782x,Male,Premium,52.0,290.41,New,Entertainment,2,2,5,5,5,5,3,5,3,0,0,Satisfied
9490,875I763i,Male,Not Premium,21.0,47.28,New,Home/Kitchen,5,2,4,3,2,5,5,4,4,0,0,Not Satisfied
9491,229L763u,Female,Premium,48.0,40.53,New,Technology,5,5,2,1,4,2,2,2,2,0,0,Not Satisfied
9492,487N202c,Female,Premium,37.0,70.95,New,Technology,2,3,2,1,3,3,2,3,2,0,0,Not Satisfied
9493,591E632q,Male,Premium,55.0,6.58,New,Technology,4,4,5,5,5,5,3,5,3,1,1,Satisfied
9494,529E229g,Female,Premium,,434.8,New,Technology,2,4,5,3,4,4,3,3,3,0,0,Not Satisfied
9495,253V706y,Male,Premium,40.0,46.01,New,Home/Kitchen,2,4,5,4,1,4,2,3,5,0,0,Not Satisfied
9496,531H335q,Female,Premium,48.0,174.77,New,Technology,5,5,2,5,4,5,5,2,2,1,1,Satisfied
9497,799U96w1,Female,Premium,32.0,70.48,New,Technology,1,1,4,1,3,3,4,4,4,0,0,Not Satisfied
9498,759C578i,Male,Premium,43.0,66.02,New,Sport,2,2,2,4,4,4,5,4,3,0,0,Satisfied
9499,876T155i,Female,Premium,53.0,82.73,New,Technology,5,1,5,5,4,4,3,5,5,0,0,Satisfied
9500,092E210g,Female,Premium,30.0,300.09,New,Entertainment,3,3,2,4,5,5,3,4,2,0,0,Satisfied
9501,383A448n,Female,Premium,39.0,157.0,New,Sport,1,1,5,3,3,3,3,3,5,0,0,Satisfied
9502,345O7i23,Female,Premium,28.0,80.37,New,Home/Kitchen,4,4,2,3,5,1,1,2,2,0,0,Not Satisfied
9503,079Q236f,Male,Premium,31.0,108.87,New,Entertainment,2,2,3,4,4,4,3,4,3,0,0,Not Satisfied
9504,811N814o,Male,Premium,50.0,16.4,New,Entertainment,1,1,1,1,3,1,3,1,1,0,0,Not Satisfied
9505,281W185i,Male,Premium,56.0,158.8,Used,Entertainment,2,2,5,5,5,5,5,5,4,0,0,Satisfied
9506,215E569m,Female,Not Premium,25.0,53.11,New,Entertainment,5,3,4,4,5,5,4,4,4,0,0,Not Satisfied
9507,923Y523b,Male,Premium,41.0,210.41,New,Entertainment,2,2,5,4,4,4,4,4,3,0,0,Satisfied
9508,042W143j,Male,Premium,32.0,18.73,New,Entertainment,4,3,5,1,5,4,2,3,5,0,0,Not Satisfied
9509,210N250k,Female,Premium,49.0,336.16,New,Technology,3,3,5,5,5,5,3,5,4,0,0,Satisfied
9510,426R607z,Male,Premium,,64.08,New,Entertainment,2,4,2,2,5,4,3,4,2,0,0,Not Satisfied
9511,220I434k,Male,Premium,57.0,343.52,New,Entertainment,1,2,2,5,5,5,1,5,4,0,0,Satisfied
9512,687U173f,Male,Not Premium,26.0,32.47,Used,Entertainment,1,4,4,2,2,3,1,4,4,0,0,Not Satisfied
9513,480X11d9,Male,Premium,28.0,14.7,New,Home/Kitchen,5,2,3,5,5,4,4,4,3,0,0,Not Satisfied
9514,199A848y,Male,Premium,58.0,107.28,New,Sport,5,2,5,3,1,2,4,3,4,0,0,Not Satisfied
9515,735W222g,Male,Premium,35.0,9.99,New,Entertainment,4,1,2,4,5,4,4,4,2,0,0,Satisfied
9516,881D845x,Female,Premium,54.0,260.72,New,Entertainment,5,5,5,5,5,5,4,5,3,0,0,Satisfied
9517,079R871u,Male,Premium,27.0,188.57,New,Technology,3,3,2,5,4,4,2,1,2,0,0,Satisfied
9518,936B80d3,Female,Premium,56.0,23.53,New,Technology,2,4,3,4,2,3,3,4,3,0,0,Not Satisfied
9519,415I174x,Female,Not Premium,30.0,33.8,New,Technology,2,2,5,3,2,5,3,5,5,1,1,Not Satisfied
9520,298E953b,Male,Premium,53.0,69.21,New,Technology,2,3,3,1,3,1,4,1,3,0,0,Not Satisfied
9521,021K888o,Male,Premium,41.0,77.99,New,Technology,2,3,4,3,2,4,2,3,4,0,0,Not Satisfied
9522,795O731t,Female,Premium,50.0,155.76,New,Sport,5,5,5,4,5,4,5,4,3,0,0,Satisfied
9523,287M536z,Female,Premium,36.0,109.47,New,Technology,4,1,1,5,2,5,5,4,1,1,1,Not Satisfied
9524,812V609o,Female,Premium,20.0,63.89,New,Home/Kitchen,2,4,2,2,1,4,3,3,2,0,0,Not Satisfied
9525,413L22n2,Male,Not Premium,26.0,40.19,New,Entertainment,0,5,5,5,2,5,2,4,5,0,0,Not Satisfied
9526,698U618i,Male,Premium,50.0,70.81,Used,Other,4,4,2,4,4,4,4,4,4,0,0,Satisfied
9527,952O780v,Female,Premium,30.0,19.41,New,Technology,4,3,3,3,4,4,1,4,3,0,0,Satisfied
9528,137Z970q,Male,Premium,,22.25,New,Entertainment,3,3,3,3,4,3,3,4,3,0,0,Not Satisfied
9529,383O48b4,Male,Not Premium,47.0,133.37,New,Technology,2,1,2,3,2,4,4,5,2,0,0,Not Satisfied
9530,271J41e2,Female,Premium,58.0,80.75,New,Entertainment,4,4,2,1,3,4,1,4,2,0,0,Not Satisfied
9531,108W776s,Female,Premium,30.0,65.48,New,Technology,3,3,1,1,3,2,4,2,1,0,0,Not Satisfied
9532,103K564a,Male,Premium,60.0,22.35,New,Technology,3,3,4,3,0,3,1,3,4,0,0,Not Satisfied
9533,775C236t,Male,Premium,40.0,229.95,New,Entertainment,1,1,3,1,1,1,3,1,2,0,0,Not Satisfied
9534,797M296y,Female,Not Premium,27.0,69.82,New,Entertainment,4,2,2,3,2,4,3,5,2,0,0,Satisfied
9535,750Q696q,Female,Not Premium,30.0,135.22,New,Technology,4,2,3,4,5,5,3,4,3,0,0,Not Satisfied
9536,770M97h7,Female,Premium,40.0,47.52,New,Home/Kitchen,5,3,1,2,5,2,4,3,1,0,0,Not Satisfied
9537,892W174h,Female,Premium,62.0,83.12,New,Technology,5,4,5,4,5,5,3,5,5,0,0,Not Satisfied
9538,752J653r,Male,Premium,51.0,423.67,New,Entertainment,2,2,2,4,4,4,5,4,4,0,1,Satisfied
9539,946S110v,Male,Premium,60.0,195.0,New,Technology,4,4,5,4,4,4,3,4,5,0,0,Satisfied
9540,900W787k,Female,Premium,30.0,216.66,New,Entertainment,4,4,5,5,4,5,3,4,5,0,0,Satisfied
9541,404X827m,Female,Premium,45.0,397.46,New,Home/Kitchen,4,4,2,4,5,4,3,4,4,0,0,Satisfied
9542,195J659n,Male,Premium,33.0,378.38,New,Technology,2,2,3,3,4,3,4,3,5,0,0,Satisfied
9543,746V622o,Male,Premium,63.0,29.39,New,Entertainment,5,3,3,4,5,5,2,4,2,1,2,Not Satisfied
9544,791X65e4,Female,Premium,55.0,339.08,New,Technology,1,1,3,5,5,5,4,5,5,0,0,Satisfied
9545,166X467x,Male,Premium,29.0,55.04,New,Entertainment,2,2,4,3,1,3,2,2,4,0,0,Not Satisfied
9546,020K461x,Female,Premium,43.0,53.91,New,Other,5,5,3,4,1,3,3,5,3,0,0,Not Satisfied
9547,571D878u,Female,Not Premium,23.0,130.1,New,Home/Kitchen,4,1,2,4,5,5,4,5,2,0,0,Satisfied
9548,022P383y,Male,Premium,50.0,30.94,New,Other,4,4,2,4,4,4,5,4,5,0,0,Satisfied
9549,226L51v9,Female,Premium,52.0,118.38,New,Home/Kitchen,4,4,5,5,4,5,5,5,3,0,0,Satisfied
9550,617W26s6,Male,Premium,35.0,69.12,New,Sport,2,2,4,1,1,1,3,1,2,0,0,Not Satisfied
9551,630A489u,Female,Premium,44.0,22.15,New,Home/Kitchen,3,5,1,2,1,5,5,3,1,0,0,Not Satisfied
9552,600A57f1,Female,Premium,40.0,36.11,Used,Technology,3,3,5,3,3,3,4,3,1,0,0,Not Satisfied
9553,761B707b,Female,Not Premium,37.0,90.37,New,Sport,1,3,4,5,3,1,3,1,4,0,0,Not Satisfied
9554,455S634q,Male,Not Premium,,92.57,New,Home/Kitchen,3,3,2,3,3,4,3,4,2,0,0,Not Satisfied
9555,386M637g,Female,Premium,44.0,370.13,New,Technology,3,2,1,4,5,4,5,4,3,0,0,Satisfied
9556,396E745h,Male,Not Premium,26.0,8.94,New,Technology,5,5,3,3,2,1,2,1,3,0,0,Not Satisfied
9557,160G733h,Male,Premium,43.0,20.41,New,Home/Kitchen,4,4,3,5,5,5,3,5,3,0,0,Satisfied
9558,908P352e,Male,Premium,53.0,2.2,New,Other,5,4,2,1,2,1,5,1,3,1,1,Not Satisfied
9559,939A193i,Male,Premium,41.0,290.39,New,Technology,4,4,5,4,4,4,5,4,4,0,0,Satisfied
9560,416L64e6,Female,Premium,36.0,369.54,New,Sport,5,5,5,5,5,5,5,5,4,0,0,Satisfied
9561,340Z920v,Female,Premium,44.0,99.56,New,Technology,5,4,4,5,5,5,3,4,4,0,0,Not Satisfied
9562,915P437i,Female,Premium,41.0,193.2,New,Entertainment,2,2,4,4,4,4,5,4,5,0,0,Satisfied
9563,975E318a,Male,Not Premium,35.0,111.82,New,Home/Kitchen,3,3,4,2,2,4,3,4,4,0,0,Not Satisfied
9564,072R837a,Male,Premium,39.0,166.27,New,Home/Kitchen,2,2,3,5,5,5,4,5,3,1,1,Satisfied
9565,638B304g,Female,Not Premium,22.0,29.7,New,Home/Kitchen,3,3,3,3,4,3,4,3,3,0,1,Not Satisfied
9566,202G990p,Male,Premium,47.0,94.64,New,Entertainment,2,2,4,5,2,1,4,1,4,2,2,Satisfied
9567,570W893m,Female,Premium,48.0,280.82,New,Home/Kitchen,1,1,2,1,2,1,4,1,4,0,0,Not Satisfied
9568,507O159j,Male,Premium,32.0,61.24,New,Technology,2,3,4,2,1,3,4,3,4,0,0,Not Satisfied
9569,415Y675v,Male,Not Premium,35.0,95.44,New,Home/Kitchen,4,4,4,4,2,4,3,5,4,0,0,Not Satisfied
9570,054A647d,Female,Premium,57.0,54.05,New,Sport,5,3,1,5,5,4,5,1,1,0,0,Not Satisfied
9571,509R167n,Male,Premium,18.0,30.59,New,Technology,4,4,4,5,4,5,3,5,4,0,0,Not Satisfied
9572,082N393k,Male,Premium,,22.19,New,Technology,4,1,3,4,4,5,4,5,3,0,0,Not Satisfied
9573,575J249o,Male,Premium,42.0,21.75,New,Entertainment,5,3,5,3,2,3,5,3,2,0,0,Not Satisfied
9574,854P303z,Female,Premium,67.0,121.64,New,Entertainment,4,1,1,5,5,4,5,5,1,0,0,Not Satisfied
9575,197H544d,Male,Premium,35.0,88.14,New,Home/Kitchen,1,1,4,4,1,4,2,5,4,0,0,Satisfied
9576,593W765h,Male,Not Premium,21.0,87.06,New,Technology,2,4,1,2,1,3,4,3,1,0,0,Not Satisfied
9577,482U30z8,Female,Not Premium,28.0,168.61,New,Entertainment,1,3,2,5,3,5,4,5,2,0,0,Not Satisfied
9578,213R301y,Female,Premium,48.0,133.67,New,Entertainment,5,4,2,5,5,5,3,5,2,0,0,Not Satisfied
9579,478N339i,Male,Premium,32.0,199.93,New,Technology,3,3,5,5,3,4,5,4,5,0,0,Satisfied
9580,735J170s,Female,Not Premium,,55.68,New,Entertainment,0,1,4,4,3,5,3,5,4,0,0,Satisfied
9581,517Y114m,Female,Premium,32.0,38.63,Used,Technology,5,5,5,3,5,4,3,5,5,1,1,Satisfied
9582,746A226m,Male,Premium,52.0,305.95,New,Technology,3,3,4,2,2,2,3,2,4,0,0,Not Satisfied
9583,670A380l,Female,Not Premium,32.0,59.72,New,Home/Kitchen,1,3,2,3,5,5,5,5,2,0,0,Not Satisfied
9584,492R981f,Female,Premium,,36.62,New,Technology,4,4,1,5,4,4,3,4,1,0,0,Not Satisfied
9585,965O824c,Female,Premium,49.0,286.36,New,Technology,3,3,4,5,4,5,4,5,2,0,0,Satisfied
9586,698K904k,Female,Premium,56.0,329.44,New,Entertainment,3,3,5,5,5,5,4,5,4,0,0,Satisfied
9587,508R360d,Male,Premium,55.0,23.5,New,Sport,5,3,4,2,4,2,3,2,4,0,0,Satisfied
9588,111W600p,Female,Premium,39.0,67.34,New,Home/Kitchen,1,1,3,2,1,3,3,4,3,0,0,Not Satisfied
9589,172N200q,Male,Premium,,20.7,New,Entertainment,4,3,2,1,5,3,4,4,2,0,0,Satisfied
9590,775F701n,Male,Premium,39.0,184.1,New,Home/Kitchen,2,2,5,5,5,5,5,5,3,0,0,Satisfied
9591,032Z632m,Female,Premium,36.0,31.73,New,Technology,1,1,3,2,3,3,3,3,3,0,0,Not Satisfied
9592,537C688g,Female,Not Premium,27.0,96.71,New,Technology,2,2,1,2,5,3,1,3,1,0,0,Not Satisfied
9593,857Y931r,Male,Premium,38.0,50.87,New,Other,3,3,2,2,4,3,2,3,2,0,0,Not Satisfied
9594,313J369a,Female,Premium,51.0,84.33,New,Other,3,3,4,5,5,5,5,5,3,0,0,Satisfied
9595,213K188a,Female,Premium,28.0,23.7,New,Sport,5,1,4,4,4,4,3,4,4,1,1,Not Satisfied
9596,045T965j,Male,Premium,,80.42,New,Entertainment,4,3,4,1,4,4,4,3,4,0,0,Not Satisfied
9597,797O558w,Male,Premium,41.0,23.6,New,Home/Kitchen,5,5,5,4,5,1,3,2,5,0,0,Satisfied
9598,198I148b,Female,Premium,33.0,66.22,New,Technology,4,3,2,5,4,2,5,4,2,0,1,Not Satisfied
9599,953B895n,Female,Premium,37.0,10.1,New,Home/Kitchen,5,5,4,1,5,5,4,4,4,0,0,Satisfied
9600,524G275g,Male,Premium,64.0,194.05,New,Technology,1,1,3,3,3,1,1,3,3,0,0,Not Satisfied
9601,472Z18f4,Male,Not Premium,28.0,62.7,New,Entertainment,5,3,2,5,3,5,5,5,2,0,0,Not Satisfied
9602,627S652f,Female,Premium,54.0,245.64,New,Entertainment,2,2,3,3,3,4,1,3,1,0,0,Not Satisfied
9603,545C356t,Male,Not Premium,24.0,9.1,New,Sport,2,3,5,2,5,3,3,4,5,0,0,Not Satisfied
9604,672Y877f,Male,Premium,19.0,213.49,New,Entertainment,1,2,4,3,3,3,1,3,4,0,0,Not Satisfied
9605,898Q931f,Male,Not Premium,47.0,22.16,New,Other,0,1,2,2,5,4,1,1,2,0,0,Not Satisfied
9606,734R494y,Male,Not Premium,20.0,59.64,New,Technology,5,1,3,4,3,4,3,4,3,0,0,Not Satisfied
9607,769T510s,Male,Premium,51.0,13.87,New,Entertainment,1,3,3,4,2,1,4,4,4,0,0,Not Satisfied
9608,898Q545i,Male,Premium,45.0,58.94,New,Sport,3,3,2,1,1,1,2,1,2,0,0,Not Satisfied
9609,326I992e,Female,Premium,56.0,17.58,New,Home/Kitchen,5,4,5,4,4,5,5,5,5,0,0,Satisfied
9610,581I147s,Male,Premium,48.0,100.02,New,Entertainment,5,1,2,3,1,4,4,3,2,0,0,Not Satisfied
9611,661I678x,Male,Premium,67.0,31.65,New,Technology,3,2,5,1,2,2,1,1,1,0,0,Not Satisfied
9612,608C264v,Female,Premium,31.0,49.27,New,Entertainment,4,4,4,1,2,2,4,2,4,0,0,Satisfied
9613,749R722l,Male,Premium,35.0,266.83,New,Other,2,2,2,3,3,3,1,3,1,0,0,Not Satisfied
9614,050Z924t,Male,Premium,40.0,11.07,New,Sport,4,1,1,2,4,5,3,1,1,0,0,Not Satisfied
9615,774A807y,Male,Premium,57.0,222.1,New,Sport,2,2,3,5,4,5,3,5,3,0,0,Satisfied
9616,101F43m7,Female,Premium,51.0,343.09,New,Home/Kitchen,5,5,4,4,4,4,4,4,5,0,0,Satisfied
9617,589O195v,Male,Premium,40.0,153.46,New,Technology,5,3,1,3,5,3,1,3,3,0,0,Satisfied
9618,328Y600b,Male,Premium,33.0,93.64,Used,Technology,1,1,2,4,4,4,4,4,3,0,0,Satisfied
9619,871F671w,Female,Not Premium,48.0,41.07,New,Sport,4,3,1,2,5,1,1,5,1,0,0,Not Satisfied
9620,144X64l6,Male,Not Premium,27.0,34.71,New,Sport,0,2,3,5,2,1,1,3,3,0,0,Not Satisfied
9621,797U260d,Female,Premium,40.0,20.33,New,Technology,5,2,2,3,1,4,3,4,2,0,0,Not Satisfied
9622,400M958f,Female,Premium,,55.84,New,Home/Kitchen,5,3,3,4,5,4,3,4,3,0,0,Not Satisfied
9623,913F973y,Female,Premium,,59.44,New,Technology,1,4,1,4,5,4,4,4,1,0,0,Not Satisfied
9624,196D987b,Female,Premium,21.0,354.18,New,Technology,2,3,1,1,3,4,1,3,1,0,0,Not Satisfied
9625,518N111f,Male,Premium,57.0,361.61,New,Entertainment,1,1,2,4,4,4,3,4,4,0,0,Satisfied
9626,425M150t,Male,Premium,26.0,116.78,Used,Technology,3,3,2,4,3,2,4,3,2,0,0,Not Satisfied
9627,904L505s,Male,Premium,41.0,308.57,New,Sport,0,2,5,1,1,1,4,1,5,0,0,Satisfied
9628,036F732y,Female,Premium,31.0,61.05,New,Home/Kitchen,3,2,2,4,1,3,4,3,2,0,0,Not Satisfied
9629,678C365x,Male,Not Premium,41.0,44.11,New,Home/Kitchen,3,4,4,2,1,3,3,3,4,0,0,Not Satisfied
9630,104M894y,Male,Premium,28.0,247.09,New,Entertainment,4,2,4,4,3,4,2,4,2,0,0,Satisfied
